-2.127299405763187323e+00,1.753571532049580384e+00
-3.400302909429746556e-01,-6.707579014817000029e-03
-3.219906797787817521e+00,-2.220027398318986656e+00
-3.709581939159002584e+00,1.330880728874675789e+00
-9.944249412839560875e-01,5.403628889802272184e-01
-3.897077528520987766e+00,1.849549260809971507e+00
1.622132040021089239e-01,-1.938304446608619225e+00
-3.090875163964496686e+00,-2.082977450732831137e+00
-2.478788785202311384e+00,-3.762178418388106849e-01
-1.840274906789421294e+00,-1.543854299009790321e+00
-9.407355263881025387e-01,-2.302530696739790717e+00
-2.539276757323909450e+00,-1.168190783531541488e+00
-1.719650078914820135e+00,9.258798069650682194e-01
-3.001631089208201431e+00,-4.288278079319418623e-01
-1.037927155689787551e+00,-2.767747936400011266e+00
-9.622757404928083957e-01,-2.147379381563542466e+00
-3.674742035073602420e+00,1.744427686266666555e+00
8.281601653727967971e-01,1.041986740582305337e+00
-2.476931154133146684e+00,-2.511639429968080428e+00
-5.788348674392156390e-01,-7.992375313019932648e-01
-3.389808825776105650e+00,-5.241154494436490729e-01
-3.828057394423908022e+00,1.546602010393910653e+00
-2.706100091999915414e+00,3.126114217699100806e-01
-2.441444619552945117e+00,-3.996598941109459346e-01
-1.266448603283601759e+00,-2.075727722372364692e+00
8.479231388227930211e-01,8.756641168055727675e-01
6.974947078209456919e-01,1.474136752138243800e+00
-1.010500105944574400e+00,1.609371175115583696e+00
-3.557537489740402403e+00,-2.020085687904273897e+00
-3.773863555447309892e+00,-1.373348346183678181e+00
3.943386448447410153e+00,4.356745158869479440e+00
6.143687545759647151e+00,4.783766633467946505e+00
3.404672548436903590e+00,5.713480415791241995e+00
2.704621124873813010e+00,7.010984903770198784e+00
2.372753218398854003e+00,7.934434683002586475e+00
5.861223846483286870e+00,3.993578407670861807e+00
2.027610585618011996e+00,7.077307142274170459e+00
5.534286719238085794e+00,6.645035840204936761e+00
5.856351733429728590e+00,3.370223258670451916e+00
3.792328642721363163e+00,3.579345297625648570e+00
6.315517129377967720e+00,6.116490634137790039e+00
3.654490124263245932e+00,3.317791751430118286e+00
3.554911608578311011e+00,4.625916610133735674e+00
5.648030891690320132e+00,6.187787356776065728e+00
6.436063712881632703e+00,5.361074625809746586e+00
2.597971229691508732e+00,6.566223936114974791e+00
5.803925243084487207e+00,5.806385987847480834e+00
5.854835899772805163e+00,5.468977981821954160e+00
4.613664146909970398e+00,5.137705091792748036e+00
2.127095633720475831e+00,3.539457134966522034e+00
2.157145928433671145e+00,6.182052056318902089e+00
3.571779905381633480e+00,5.542853455823514075e+00
6.537832369630464768e+00,4.246461145744374832e+00
4.051914615178148438e+00,6.777755692715243363e+00
3.143990827458112314e+00,3.384899549143964848e+00
3.448757264568840242e+00,3.806106436270022098e+00
6.648488261712865111e+00,7.040601897822084787e+00
5.167018782552117884e+00,7.357302950938588992e+00
6.018360384495572646e+00,3.932850294430179083e+00
6.462794992449889087e+00,5.696711209578253943e+00
